crash	date	TIME	user	workflow	workflow_id
crash	20160329	13:45:14	wtriplet	smoothness	a120
crash	20160329	13:45:15	wtriplet	afni_msk	a264
crash	20160329	13:45:15	wtriplet	afni_msk	a326
crash	20160329	13:45:15	wtriplet	compute_tsnr	a264
crash	20160329	13:45:15	wtriplet	compute_tsnr	a326
crash	20160329	13:45:15	wtriplet	mean	a264
crash	20160329	13:45:15	wtriplet	mean	a309
crash	20160329	13:45:15	wtriplet	mean	a326
crash	20160329	13:45:15	wtriplet	quality	a264
crash	20160329	13:45:15	wtriplet	quality	a326
crash	20160329	13:45:21	wtriplet	measures	a212
crash	20160329	13:45:21	wtriplet	outliers	a170
crash	20160329	13:45:21	wtriplet	outliers	a177
crash	20160329	13:45:21	wtriplet	outliers	a343
crash	20160329	13:45:21	wtriplet	outliers	a417
crash	20160329	13:45:21	wtriplet	outliers	a456
crash	20160329	13:45:21	wtriplet	outliers	a461
crash	20160329	13:45:21	wtriplet	smoothness	a343
crash	20160329	13:46:41	wtriplet	measures	a135
crash	20160329	13:46:41	wtriplet	measures	a219
crash	20160329	13:46:41	wtriplet	measures	a417
crash	20160329	13:46:56	wtriplet	measures	a247
crash	20160329	13:46:58	wtriplet	measures	a040
crash	20160329	13:47:04	wtriplet	measures	a437
crash	20160329	13:47:06	wtriplet	measures	a248
crash	20160329	13:48:20	wtriplet	measures	a379
crash	20160329	13:57:32	wtriplet	measures	a211
crash	20160329	13:57:33	wtriplet	measures	a123
crash	20160329	13:57:33	wtriplet	measures	a238
crash	20160329	13:57:33	wtriplet	measures	a272
crash	20160329	13:57:33	wtriplet	measures	a307
crash	20160329	13:57:34	wtriplet	measures	a004
crash	20160329	13:57:34	wtriplet	measures	a254
crash	20160329	13:57:34	wtriplet	measures	a439
crash	20160329	13:59:39	wtriplet	measures	a065
crash	20160329	13:59:39	wtriplet	measures	a106
crash	20160329	13:59:40	wtriplet	measures	a201
crash	20160329	14:03:43	wtriplet	measures	a396
